,questions,answer_texts
113,"['What place was Araina Granda born at?', 'What label does she have?', 'Does she play the piano?', 'What show is she known for?', 'What is the album she published in 2018?']","['Boca Raton, Florida', 'Republic Records', 'Yes', 'Victorious', 'Sweetener']"
114,"['What is the home venue for Houston Dynamo?', ""And it's grand opening day?"", 'And their league?', 'Who coaches the team in 2018?', ""And the coach's country?""]","['BBVA Compass Stadium', '12 May 2012', 'Major League Soccer', 'Wilmer Cabrera', 'Colombia']"
115,"['What year did Saving Private Ryan first show in the US?', 'What little known actor starred in this movie?', 'Who starred as ""Captain Miller"" in the movie?', 'Who directed the movie?', 'Where does the opening scene take place?']","['1988', 'Vin Diesel', 'Tom Hanks', 'Steven Spielberg', 'Omaha Beach']"
116,"['Which actor starred in the tv series Two And A Half Men and Anger Management?', 'Birth date second wife?', 'Second wife younger than him?', 'Name of his first movie?', 'Played alongside his father in movies?']","['Charlie Sheen', '17 February 1971', 'Yes', 'The Execution Of Private Slovik', 'Yes']"
117,"[""What's the name of the person who created the TV show Firefly?"", 'Was he a screenwriter on any of the episodes?', 'And which actor played Mal Reynolds?', 'When did the first episode air?', 'There were how many episodes?']","['Joss Whedon', 'Yes', 'Nathan Fillion', '20 September 2002', '14']"
118,"['What is the full name of Kanye West?', 'What type of music does he make?', 'Who is he married to?', 'What was the first album?', 'What place interfered with his music making so he quit?']","['Kanye Omari West', 'hip hop music', 'Kim Kardashian', 'The College Dropout', 'Chicago State University']"
119,"['Who does the voice over for Buzz Lightyear in the first Toy Story movie?', 'and of Sheriff Woody?', 'who was Buzz named after?', 'and the TV series spin-off based on him was?', 'which company produced it?']","['Tim Allen', 'Tom Hanks', 'Edwin Aldrin', 'Buzz Lightyear of Star Command', 'Disney Television Animation;Pixar Animation Studios']"
120,"['Tell me the name of the sequel to the movie Pitch Black.', 'Who directed that movie?', 'Give me the name of something else that he directed.', 'Is is true that he received a reward for that movie?', ""Has he received any other reward's since then?""]","['The Chronicles of Riddick', 'David Twohy', 'Riddick', 'No', 'No']"
121,"['What channel is Saturday Night Live on?', 'Who created the show?', 'Where in Canada is he from?', 'On what day did it begin?', 'Who was the first host?']","['NBC', 'Lorne Michaels', 'Toronto', '11 October 1975', 'George Carlin']"
122,"['What is the date of the death of Bob Marley?', 'Cause of death?', ""Mother's occupation?"", ""Date of his mother's death after his?"", 'First song in german charts?']","['11 May 1981', 'Melanoma', 'Writer;Singer', 'Yes', 'Could You Be Loved']"
123,"['What author wrote the novel ""Master and Margarita""?', 'Born in which year?', 'and ""Death of the poet"" is also written by him?', 'who wrote it then?', 'were the two living at the same period?']","['Mikhail Bulgakov', '1891', 'No', 'Mikhail Lermontov', 'No']"
124,"['Who directed and screenwrote the incredibles?', 'Was he also the producer of the movie?', 'Did he also direct and screenwrite its sequel?', 'Did the first and the second movies both win academy award?', 'Who voiced Frozone?']","['Brad Bird', 'No', 'Yes', 'No', 'Samuel L. Jackson']"
125,"['What book is Pennywise the dancing clown found in?', 'What city was it in?', 'What kid had his brother killed?', ""Which friend is Bill's Dengourough best friend"", 'What is the name of the main bully in IT?']","['IT', 'Derry', 'Bill Denbrough', 'Eddie Kapsbrack', 'Henry Bowers']"
126,"['Who directed the 2018 film Deadpool 2?', 'And is it part of the X-Men series?', 'Is it a comedy?', 'Was Ryan Reynolds one of the screenwriters?', 'Did it cost less than fifty thousand?']","['David Leitch', 'Yes', 'Yes', 'Yes', 'No']"
127,"['What is the duration of the movie Angels & Demons ?', 'Is there a movie that follows ?', 'How many screenwriters has the movie ?', 'Is Tom Hanks part of the movie ?', 'What is his country of citizenship ?']","['146 minute', 'Yes', '2', 'Yes', 'United States of America']"
128,"[""What was Stufjan Steven's first full length album?"", 'What label released this album?', 'When was he born?', 'Under what genre does his music normally fall?', 'Where did he go to college?']","['A Sun Came', 'Asthmatic Kitty', '1 July 1975', 'Indie Folk', 'Hope College']"
129,"[""What's the coach's name for the US National Team?"", 'He became head coach when?', 'What year was the team founded?', 'Did they ever when a world cup championship?', 'How many world cup has the team been in?']","['Gregg Berhalter', '29 November 2018', '1885', 'No', '10']"
130,"['the season 2 in Twin Peaks has how many episodes?', 'the last of them was shot in which year?', 'shot by?', 'did he direct the previous episode as well?', 'who was it then?']","['22', '1991', 'David Lynch', 'No', 'Tim Hunter']"
131,"['Who won the 2010 FIFA World Cup?', 'Who won in 2014?', 'When was the last time that they hosted the World Cup?', 'Have they ever hosted the FIFA World Cup prior to 2006?', 'Will they host the next one as well?']","['Spain', 'Germany', '2006', 'Yes', 'No']"
132,"['Was Crazy Rich Asians released in 2017?', 'Who directed the movie?', 'Who was the screenwriter?', 'What is the MPAA film rating for it?', 'Where is the narrative location?']","['No', 'Jon M. Chu', 'Adele Lim', 'PG-13', 'New York City;Singapore']"
133,"['Marta Kauffman and David Crane created what TV sitcom?', 'Were they also writers on the show?', 'What actress plays Rachel?', 'What character does Rachel have a reltionship with when the show ends?', ""Who was Ross' sister?""]","['Friends', 'Yes', 'Jennifer Aniston', 'Ross Geller', 'Monica Geller']"
134,"['What was the full name of Elvis Presley?', 'What year was he born?', 'Where did Elvis Presley live?', 'What branch of the military was Elvis in?', 'What year did Elvis sing Jailhouse Rock?']","['Elvis Aaron Presley', '8 January 1935', 'Graceland', 'United States Army', '1957']"
135,"['To which club did CR7 move in 2018?', 'Country of this club?', 'And was their national team a participant of the world cup in 2018?', 'Who was the winner of the tournament?', ""Neymar played in the winner's national league in 2018?""]","['Juventus F.C.', 'Italy', 'No', 'France national football team', 'Yes']"
136,"['The movie with the second longest duration of the The Lord of the Rings trilogy is which?', 'First spouse of the movie director?', 'How many children has she in 2017?', 'Did she work as an actress?', 'The birth place of her first child?']","['The Lord of the Rings: The Two Towers', 'Fran Walsh', '2', 'Yes', 'Wellington']"
137,"['whom Anjelica Huston plays in The Addams Family?', 'how many children did Morticia have?', 'what actor playes the younger child?', 'what about the other child?', 'who of two actors is older in effect?']","['Morticia Addams', '2', 'Christina Ricci', 'Jimmy Workman', 'Christina Ricci']"
138,"['Which cartoonist came up with The Simpsons?', 'When was the show first on tv?', 'What character does the show focus on?', 'and who voices him?', 'Who is his wife?']","['Matt Groening', '1989', 'Homer Simpson', 'Dan Castellaneta', 'Marge Simpson']"
139,"['Who wrote Hound of the Baskervilles?', 'and who was the main character?', ""what was his sidekick's name?"", 'and it followed which book?', 'what came after it?']","['Sir Arthur Conan Doyle', 'Sherlock Holmes', 'Dr. John Watson', 'The Memoirs of Sherlock Holmes', 'The Return of Sherlock Holmes']"
140,"['In what year was the film Black Panther released?', 'What actor was Black Panther?', 'Does the larger Marvel universe include Black Panther?', 'Which person directed this movie?', 'Does Black Panther show up in other movies?']","['2018', 'Chadwick Boseman', 'Yes', 'Ryan Coogler', 'Yes']"
141,"['Singer 3005?', 'Album?', 'What about Sober?', 'What year is that?', 'What about awaken my love?']","['Donald Glover', 'Because the Internet', 'STN MTN / Kauai', '2014', '2016']"
142,"['Till 2018 what are the number of seasons of Stranger Things?', 'The series was created by?', 'it was released on which network?', 'character Eleven was played by?', 'longest running episode of the series?']","['2', 'The Duffer Brothers', 'Netflix', 'Millie Bobby Brown', '62 minute']"
143,"['The show is on what TV network?', 'What was the first episode date?', 'The show takes place in what location?', ""What's the name of the two cops?"", 'What actors played those roles?']","['Fox Broadcasting Company', '21 September 2016', 'Los Angeles', 'Martin Riggs; Roger Murtaugh', 'Clayne Crawford; Damon Wayans']"
144,"[""What actor portrays T'challa in the movie Black Panther?"", 'Killmonger was played by what actor?', 'and what other comic book character did he portray?', 'who directed it?', 'did he also direct Creed?']","['Chadwick Boseman', 'Michael B. Jordan', 'Johnny Storm', 'Ryan Coogler', 'Yes']"
145,"['What is the genre of the TV series Modern Family ?', 'Was it produced before How I Met Your mother ?', 'What is the number of seasons until 2018?', 'In which city does the TV series play?', 'In which continent is this city?']","['mockumentary;American television sitcom', 'No', '10', 'Los Angeles', 'North America']"
146,"['What year did the TV show Breaking Bad premiere?', ""What's the name of the show's creator?"", 'Which network did it air on?', 'Who played Walter White on the show?', 'Aaron Paul played which character on the show?']","['2008', 'Vince Gilligan', 'AMC', 'Bryan Cranston', 'Jesse Pinkman']"
147,"['Name the club Cristiano Ronaldo was playing for in 2018/19?', 'Country of this club?', 'And was their national team a participant of the world cup in 2018?', 'Who was the winner of the tournament?', ""Did Neymar play in this nation's league then?""]","['Juventus F.C.', 'Italy', 'No', 'France national football team', 'Yes']"
148,"[""What is McEntire's genre?"", 'Did she go to college?', ""What is Reba's birthday?"", 'Where was Reba born?', 'Is she an actress?']","['Country music', 'Southeastern Oklahoma State University', '28 March 1955', 'Pittsburg County', 'Yes']"
149,"['Who is the author of the novel The Hound of the Baskervilles?', ""the main character's name was?"", ""what was his sidekick's name?"", 'and it followed which book?', 'what came after it?']","['Sir Arthur Conan Doyle', 'Sherlock Holmes', 'Dr. John Watson', 'The Memoirs of Sherlock Holmes', 'The Return of Sherlock Holmes']"
150,"['What is the name of the first book from The Lord Of The Rings book series?', 'Number of books?', ""Author's birth place?"", ""First wife's name?"", 'Also an author?']","['The Fellowship Of The Ring', '3', 'Bloemfontein', 'Edith Tolkien', 'No']"
151,"['Who is the singer of The Killers?', 'What about the drummer?', 'and he was born which date?', 'who else of them born the same year?', 'when exactly?']","['Brandon Flowers', 'Ronnie Vannucci', '15 February 1976', 'Dave Keuning', '28 March 1976']"
152,"['What actor played the male leading role in High School Musical?', 'What was the name of his character?', 'Who was the female lead actress?', 'Who played Sharpay?', 'Who directed the film?']","['Zac Efron', 'Troy Bolton', 'Vanessa Hudgens', 'Ashley Tisdale', 'Kenny Ortega']"
153,"['What network was Vampire Diaries on?', 'It came out when?', 'Who was the main character?', 'Who played her?', ""What's her birthday?""]","['The CW', '10 September 2009', 'Elena Gilbert', 'Nina Dobrev', '9 January 1989']"
154,"['What country does the football club Sevilla FC play in?', 'When was this club created?', 'Where is the club located?', 'Did they ever win the Champions Cup?', 'Did they ever win La Liga?']","['Spain', '1905', 'Seville', 'No', 'Yes']"
155,"['who is the author of the book Master and Margarita?', 'Born in which year?', 'Did he also write ""Death of the poet""?', 'who wrote it then?', 'were the two living at the same period?']","['Mikhail Bulgakov', '1891', 'No', 'Mikhail Lermontov', 'No']"
